 243   Scan angles: step 40 (+-4)
   0   0   0
  40   0   0
  80   0   0
 120   0   0
 160   0   0
 200   0   0
 240   0   0
 280   0   0
 320   0   0
  20  36   0
  60  36   0
 100  36   0
 140  36   0
 180  36   0
 220  36   0
 260  36   0
 300  36   0
 340  36   0
   0  72   0
  40  72   0
  80  72   0
 120  72   0
 160  72   0
 200  72   0
 240  72   0
 280  72   0
 320  72   0
  20 108   0
  60 108   0
 100 108   0
 140 108   0
 180 108   0
 220 108   0
 260 108   0
 300 108   0
 340 108   0
   0 144   0
  40 144   0
  80 144   0
 120 144   0
 160 144   0
 200 144   0
 240 144   0
 280 144   0
 320 144   0
  24 176  16
  64 176  16
 104 176  16
 144 176  16
 184 176  16
 224 176  16
 264 176  16
 304 176  16
 344 176  16
  20   0  36
  60   0  36
 100   0  36
 140   0  36
 180   0  36
 220   0  36
 260   0  36
 300   0  36
 340   0  36
   0  52  36
  40  52  36
  80  52  36
 120  52  36
 160  52  36
 200  52  36
 240  52  36
 280  52  36
 320  52  36
   0 104  36
  40 104  36
  80 104  36
 120 104  36
 160 104  36
 200 104  36
 240 104  36
 280 104  36
 320 104  36
  12 152  52
  52 152  52
  92 152  52
 132 152  52
 172 152  52
 212 152  52
 252 152  52
 292 152  52
 332 152  52
   0   0  72
  40   0  72
  80   0  72
 120   0  72
 160   0  72
 200   0  72
 240   0  72
 280   0  72
 320   0  72
  36  52 112
  76  52 112
 116  52 112
 156  52 112
 196  52 112
 236  52 112
 276  52 112
 316  52 112
 356  52 112
  28 120 132
  68 120 132
 108 120 132
 148 120 132
 188 120 132
 228 120 132
 268 120 132
 308 120 132
 348 120 132
   0  32 148
  40  32 148
  80  32 148
 120  32 148
 160  32 148
 200  32 148
 240  32 148
 280  32 148
 320  32 148
   8  76 152
  48  76 152
  88  76 152
 128  76 152
 168  76 152
 208  76 152
 248  76 152
 288  76 152
 328  76 152
  20 140 164
  60 140 164
 100 140 164
 140 140 164
 180 140 164
 220 140 164
 260 140 164
 300 140 164
 340 140 164
  36 104 176
  76 104 176
 116 104 176
 156 104 176
 196 104 176
 236 104 176
 276 104 176
 316 104 176
 356 104 176
  24  48 180
  64  48 180
 104  48 180
 144  48 180
 184  48 180
 224  48 180
 264  48 180
 304  48 180
 344  48 180
  24   0 200
  64   0 200
 104   0 200
 144   0 200
 184   0 200
 224   0 200
 264   0 200
 304   0 200
 344   0 200
   0 136 200
  40 136 200
  80 136 200
 120 136 200
 160 136 200
 200 136 200
 240 136 200
 280 136 200
 320 136 200
   0  72 208
  40  72 208
  80  72 208
 120  72 208
 160  72 208
 200  72 208
 240  72 208
 280  72 208
 320  72 208
   0 176 216
  40 176 216
  80 176 216
 120 176 216
 160 176 216
 200 176 216
 240 176 216
 280 176 216
 320 176 216
  32  20 232
  72  20 232
 112  20 232
 152  20 232
 192  20 232
 232  20 232
 272  20 232
 312  20 232
 352  20 232
  36 108 232
  76 108 232
 116 108 232
 156 108 232
 196 108 232
 236 108 232
 276 108 232
 316 108 232
 356 108 232
  32 176 260
  72 176 260
 112 176 260
 152 176 260
 192 176 260
 232 176 260
 272 176 260
 312 176 260
 352 176 260
  32 116 300
  72 116 300
 112 116 300
 152 116 300
 192 116 300
 232 116 300
 272 116 300
 312 116 300
 352 116 300
  20  52 312
  60  52 312
 100  52 312
 140  52 312
 180  52 312
 220  52 312
 260  52 312
 300  52 312
 340  52 312
