 42   Scan angles: step 70 (+-7)
   0   0   0
  70   0   0
 140   0   0
 210   0   0
 280   0   0
  35  63   0
 105  63   0
 175  63   0
 245  63   0
 315  63   0
   0 126   0
  70 126   0
 140 126   0
 210 126   0
 280 126   0
 343 175  42
  56 175  49
 126 175  49
 196 175  49
 266 175  49
 336  28  56
 175   0  63
 224 168 112
  14 112 126
 224  98 133
 105 105 140
 287  84 154
  28  63 168
 147  70 168
 224  42 182
 126   7 196
 336  14 196
  70 105 203
 238 105 203
 336 105 203
  49   7 217
 161 119 217
 196   0 224
 280   0 238
 231 168 245
 343 154 252
 280  56 287
